1341639417539248128 2020-12-23 07:58:58 +0100 <birgirm_m> @Pharmdca $ocul $myov $psnl $alxn $pacb
1341412295600185344 2020-12-22 16:56:28 +0100 <lse0086> $QS party is about to crash...  They do not have a commercial product! No revenue for the next 5 years  Looks overvalued atm... expect $7 soon...  Loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341394102487793667 2020-12-22 15:44:10 +0100 <lse0086> $QS party is about to crash...  Being pumped and dumped on no news??  Looks overvalued atm... expect $7 soon...  Minimal revenue, loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341388232081043457 2020-12-22 15:20:50 +0100 <MarcJacksonLA> $EXEL Should Investors Consider This Biotech Takeover Target? @themotleyfool #stocks $EXEL $MRK $JNJ $ALXN $GILD $BMY $AZN $LLY $NVS $MNTA $IMMU $MYOK  https://t.co/dNmevFWith
1341365441512484864 2020-12-22 13:50:17 +0100 <ainge_man> Piper $XNCR overweight - PT $60.  #Xencor will get royalities from $ALXN / $AZN for #Ultomiris (1.5 %) and from $MOR / $INCY for #tafasitamab (high-single to low double digit)  https://t.co/50XDAAOGhN
1341365224566353920 2020-12-22 13:49:25 +0100 <conkers3> @dmuleicester @LeicsCares @PeteTaxMiller @DMUforlife @SarahHigginsCC @LilyandPiper @claudiohfox @Ramraj35hotmai1 @RupalR @LegallyCooper @NewbyCastleman @sunsuneti1 @DianaEPatterson @RaeSnape @dmuenterprise @Leanne_B_Cooke @producerrobbo @Brackonis @ElizabethGooch @leicscastlebs @BBCLeicester @FU_Media @SmallmanAndSon @DMU_Engagement @businesslive @CEntIntDMU @ShareScope @ZephsCafe @AlamCllr @LBFEW @leicslive @DMUBAL @MattioliWoods @MorningsidePh @e_Bate_SaaS @LawLeicester @InvestLEICS @LLEPnews @Morris45T @bhibinsurance @hopeagnstcancer @OadbyFoodBank @GWFamilyLawyers @Nelsons_Law @EMR_Recruitment @ERRECRUITMENT1 @Deacyliam @MenphysUK @BIDLeicester #TWINPETESINVESTING #Podcast 38: #BeKind #Charity #Valneva $VLA #FTSE #Takeovers #AZN #GSK #HIK #VEC $PFE $BNTX $ALXN $ABNB $EA #CDM $TTWO #AI #SMIN #AV. #SONG🥳Be a #TwinPetes🎁Guest🎙️#GOCO #FUTR #TCM #TM17 #BAR #LOK #MPAC #SDRY #RMG #Investing #Trading &amp;  https://t.co/koGTYIJlCW  https://t.co/XYfvF7bZhJ
1341342569691832320 2020-12-22 12:19:24 +0100 <InsiderAlerts4U> $ALXN:  New Insider Filing on ALEXION PHARMACEUTICALS, INC.'s  EVP, Research &amp; Development  JOHN J ORLOFF:   https://t.co/iRVC7Njdwb
1341331466408652802 2020-12-22 11:35:16 +0100 <wheeliedealer> Listen to @conkers3 &amp; @wheeliedealer 38: #Takeovers $VLA #AZN $PFE #TM17 $ALXN #GSK #CDM #HIK #VEC #AV. #FUTR by Twin Petes Investing on #SoundCloud  https://t.co/V7NHPPuHAE
1341204152794419202 2020-12-22 03:09:23 +0100 <InsiderAlerts4U> $ALXN:  New Insider Filing on ALEXION PHARMACEUTICALS, INC.'s  EVP &amp; Chief Commercial Officer  BRIAN GOFF:   https://t.co/HhfO8M93GQ
1341164520002228225 2020-12-22 00:31:53 +0100 <TheMightyForego> Added moar NuCana $NCNA in AH upon news - appointed Andrew Kay as Chairman of Bd. Keep in mind...  📌 Activist added over summer  &amp; now  📌 “His track record building shareholder value...” which includes:  🥇Acquired by $BAYRY  🥈Acquired by $ALXN  🥉Acquired by $BAYRY  https://t.co/Ef8IzLqMyI
1341160632427528194 2020-12-22 00:16:26 +0100 <askwarrenhq> Goldman Sachs $ALXN to acquire significant stake in $SONO announcement as early as Tuesday  https://t.co/Mv3xmUJu9A  $BSF $HCCI $RWLK $GGAZF $AKTX $SECO $MHTX $WMMVY $BBTpH $ECIFY $SOJC
1341154705544785928 2020-12-21 23:52:53 +0100 <stockmktgenius> $ALXN Alexion Pharmaceuticals,  Leading stock #BreakOutWatch Recent close 154.83 Liquidity: $543M  https://t.co/wMy1spFJMS
1341148307738025986 2020-12-21 23:27:28 +0100 <GeorgiSays> $edit wondering what this catalyst can be... an acquisition target? The acquisition party just started with $alxn and $agio buys announced within last week alone
1341146295386468352 2020-12-21 23:19:28 +0100 <Allstocknews> $ALXN New Form 4 for Alexion Pharmaceuticals, Inc. From our Stock News Alerts App
1341141950188154886 2020-12-21 23:02:12 +0100 <jodietheai> Daniel Bazarko, SVP, Controller, CAO of ALEXION PHARMACEUTICALS, INC. - $ALXN sold 24066 shares to now own a total of 30883, anomalous of their normal trading pattern.   https://t.co/XosB4Vd6iX
1341120650883330048 2020-12-21 21:37:34 +0100 <ParcSasha> @joealertz Thanks for this lesson. I wish this success would happen for $ALXN, $TLRY, $ACB and $AAPL 😩
1341120062321795072 2020-12-21 21:35:14 +0100 <slick_trader24> $KOD just continued strength...if they get bought out with a Baker Bros concentrated position...look to strength in other heavily owned positions $PRLD&lt;——30% stake $BMRN $ALXN &lt;—— just bought out
1341119581218336771 2020-12-21 21:33:19 +0100 <portefeuillefun> Bought 0.6k $ALXN at $155.00, now 2k #vssporte shares.
1341113482440306688 2020-12-21 21:09:05 +0100 <lse0086> $QS Being pumped on no news??  Looks overvalued atm... expect $7 soon...  Minimal revenue, loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341082949668769792 2020-12-21 19:07:45 +0100 <mikegoodma> Hope $AZN keeps the $ALXN / $DRNA deal going. $ALXN exercised its option for 2 more targets (to make 4), so the partnership seems to be going well. Also, it was an early deal, so low economics (UF, MS, royalties) &amp; no US opt-in rights. $AZN gets to work w $SLN &amp; $DRNA
1341078812285673472 2020-12-21 18:51:19 +0100 <lse0086> $QS Being pumped and dumped on no news??  Looks overvalued atm... expect $7 soon...  Minimal revenue, loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341078489215209473 2020-12-21 18:50:02 +0100 <lse0086> $QS Rising on no news??  Looks overvalued atm... Expect shorters to move in swiftly...  Minimal revenue, loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341078219315941380 2020-12-21 18:48:58 +0100 <lse0086> $QS Rising on no news??  Looks overvalued atm...  Minimal revenue, loss making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341078089258811393 2020-12-21 18:48:27 +0100 <ARM_SQD> 3 Biotech Stocks That Could Explode Higher in 2021 @themotleyfool #stocks $CRSP $VRTX $ALXN $AXSM $ARGX  https://t.co/ZMVjTHmOGi
1341077563733635073 2020-12-21 18:46:21 +0100 <lse0086> $QS Being pumped and dumped on no news??  Looks overvalued atm...  Minimal revenue, los making...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341075983101800454 2020-12-21 18:40:05 +0100 <thegreenisback> Should Investors Consider This Biotech Takeover Target? @themotleyfool #stocks $EXEL $MRK $JNJ $ALXN $GILD $BMY $AZN $LLY $NVS $MNTA $IMMU $MYOK  https://t.co/z66OjS8Cr5
1341073880056811524 2020-12-21 18:31:43 +0100 <lse0086> $AI Big fall is on the way...  Expect $11-$12 soon...  Looks very very overvalued on so many levels...  Revenues $81.8M. Net loss $14.8M.   $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341073487532834822 2020-12-21 18:30:10 +0100 <Drugdoctor2014> $SHWZ $1.75 +18% - Exploding higher - Colo Marijuana NEWS-STARBUDS Dispensary Acquisition!  $OSTK $ROKU $EIGR $FLXN $LJPC $PLXP $RARX $SYRS $IBB $XBI $VSTM $CRBP $GILD $AMGN  $ABBV $LGND $ALNY $GERN $ALXN $EXEL $INCY $STEM $CYTX $CTIC $CUR $OSIR $PSTI $OPXA $VNDA $ACOR $SPPI  https://t.co/zUOajB45WD
1341073229880958977 2020-12-21 18:29:08 +0100 <thegreenisback> 3 Biotech Stocks That Could Explode Higher in 2021 @themotleyfool #stocks $CRSP $VRTX $ALXN $AXSM $ARGX  https://t.co/HrG4w3HHOn
1341073136540934145 2020-12-21 18:28:46 +0100 <lse0086> $AI Time to bank the profit and run. Shorters are moving in..  Expect $11-$12 soon.  Looks very very overvalued at $16.8   Revenues $81.8M. Net loss $14.8M.   $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341072470493818886 2020-12-21 18:26:07 +0100 <lse0086> $AI Looks like has hit the ceiling and now dropping...  Expect $11-$12 soon...  Looks very very overvalued at $16.8   Revenues $81.8M. Net loss $14.8M.   $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341072206500159488 2020-12-21 18:25:04 +0100 <thegreenisback> Is AstraZeneca Paying Too Much for Alexion? @themotleyfool #stocks $AZN $ALXN  https://t.co/vPooRbw9Mp
1341072016183574528 2020-12-21 18:24:19 +0100 <lse0086> $AI Expect this fall back to $11-$12 soon...  Looks very very overvalued at $16.8   Revenues $81.8M. Net loss $14.8M.   Market cap +$13billions  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341071758212907009 2020-12-21 18:23:17 +0100 <lse0086> $AI has risen +70% over last 3-4 days on no concrete news...  Looks very overvalued at $16.8   Revenues $81.8M. Net loss $14.8M.   Market cap +$13billions  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341070908820250626 2020-12-21 18:19:55 +0100 <lse0086> Now is the time to short?  $AI looks very overvalued at $16.8   Revenues increased $81.8M. Net loss $14.8M.   Market cap +$13billions  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341069937784307715 2020-12-21 18:16:03 +0100 <lse0086> Time to sell $AI looks overvalued at $16.8   Revenues increased $81.8M. Net loss $14.8M.   Market cap +$13billions  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341069609840087041 2020-12-21 18:14:45 +0100 <lse0086> $AI looks overvalued at $16.8   Revenues increased $81.8M. Net loss $14.8M.   Market cap +$13billions  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR  @CitronResearch
1341046521010241539 2020-12-21 16:43:00 +0100 <lse0086> $QS rising on no news, bank the profit and time to sell.  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341043308668342272 2020-12-21 16:30:14 +0100 <SamSubramanian> 𝗦&amp;𝗣 𝟱𝟬𝟬’𝘀 𝘁𝗼𝗽 𝘄𝗶𝗻𝗻𝗲𝗿𝘀 𝗳𝗼𝗿 𝘄𝗸. 𝗲𝗻𝗱. 𝟭𝟮/𝟭𝟴 $ALXN 30% $FTNT 14% $ABMD 14% $ETSY 12% $LEN 11% $PYPL 10% $CMG 9% Visit  https://t.co/tCzBHRoEvW for: What's ahead for stocks this week? #ALXN #FTNT #ABMD #ETSY #CDNS #LEN #PYPL #CMG #stocks #alphaprofit  https://t.co/a0BEr9itz1
1341037671259406336 2020-12-21 16:07:50 +0100 <Tickeron> $ALXN in Downtrend: its price may drop because broke its higher Bollinger Band on December 14, 2020. View odds for this and other indicators:  https://t.co/vRXX4J36PO #AlexionPharmaceuticals #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today  https://t.co/SXKJVe6wnf
1341032184153575424 2020-12-21 15:46:02 +0100 <lse0086> $AI now up +50% in 2-3 days... on no concrete news...  Time to take some profit before it dives again...  $NNDM $ABUS $BQ $CLSK $ATXI $NPA $RVP $SNOA $TLGT  $SCKT $ALXN $VERU $SYBX $MARA $ABNB $TSLA $LAZR $PLTR
1341028645054402560 2020-12-21 15:31:58 +0100 <MaisaCorp> #MAISA #biotech #buyout in 2017 = 10    #MAISA #biotech #buyout in 2018 = 6     #MAISA #biotech #buyout in 2019 = 7   #MAISA #biotech/#other #buyout in 2020 = 17 companies  ( $DERM $TOCA $PTLA $ADRO $CZR $NBL $PFNX $AIMT $IMMU $MYOK $UROV $SNSS $WORK $NEOS $ALXN $AJRD $NK)
1341027748769349632 2020-12-21 15:28:25 +0100 <MaisaCorp> $NK #MAISA 17th #buyout for 2020 - owns since #Dec2019 @ ave $3.42/sh. Return +296.19%  $DERM +3% $TOCA +179% $PTLA +155%  $ADRO +213%  $CZR +116%  $NBL +59% $PFNX +352% $AIMT +95% $IMMU +4,637% $MYOK +212% $UROV +31% $SNSS -39% $WORK +36% $NEOS 39% $ALXN 40% $AJRD 18% $NK +296%  https://t.co/vdRvk0D8tT
1341024467313512448 2020-12-21 15:15:22 +0100 <MarcJacksonLA> $AZSM $ARGX $CRSP 3 Biotech Stocks That Could Explode Higher in 2021 @themotleyfool #stocks $CRSP $VRTX $ALXN $AXSM $ARGX  https://t.co/tnoZaRPAIQ
1341022487719645186 2020-12-21 15:07:30 +0100 <InsiderAlerts4U> $ALXN:  New Insider Filing on ALEXION PHARMACEUTICALS, INC.'s  EVP &amp; Chief Commercial Officer  BRIAN GOFF:   https://t.co/HhfO8M93GQ
1341007764018094085 2020-12-21 14:09:00 +0100 <getbaraka> يحقق $ALXN مكاسب بـ29.6٪ وسط أنباء حول صفقة استحواذ على #الشركة بـ39 مليار$ يرتفع $BIDU بـ19.5٪ بعد تقارير تفيد بأن الشركة تطور مركباتها الكهربائية الخاصة يقفز $TSLA بـ13.9٪ الأسبوع الماضي ويُدرج اليوم لأول مرة في مؤشر #SP500 يرتفع $BMRN منافس Alexion بنسبة 11.8٪ الأسبوع الماضي  https://t.co/sSvqVLeXbP
1340982882060394496 2020-12-21 12:30:07 +0100 <wheeliedealer> AND OF COURSE DON'T FORGET THE PODCAST TPI 38 .... @conkers3 &amp; @wheeliedealer  #Takeovers $VLA #AZN $PFE #TM17 $ALXN #GSK #CDM #HIK #VEC #AV. #FUTR by Twin Petes Investing on #SoundCloud  https://t.co/V7NHPPuHAE
1340975251707072513 2020-12-21 11:59:48 +0100 <TalkMarkets> Lawmakers Reach $900bn #Stimulus Deal As UK Hit By New #Coronavirus Strain $AZN $BX $CVX $FDS $HEI $BBAVF $ALXN $AAPL $MSFT $TSLA $DIA $SPY $COMP $SPX $BTC.X  https://t.co/uD6ngFDmB9
1340962655914389504 2020-12-21 11:09:45 +0100 <dirkregido> Wenn man lang genug wartet, erledigt sich alles von selbst.  $ALXN wollte ich ja schon länger verkaufen. Jetzt wäre wohl der beste Zeitpunkt. Oder warte ich weiter und lass mir $AZN ins Depot buchen? Immer diese Entscheidungen kurz vor Weihnachten...  https://t.co/2dnSSTZ4UP
1340962652433092609 2020-12-21 11:09:44 +0100 <conkers3> 🔥New #TWINPETESINVESTING #Podcast 38: #Valneva $VLA #Takeovers #AZN #GSK #HIK #VEC $PFE $BNTX $ALXN $ABNB $EA #CDM $TTWO #AI #SMIN #AV. #SONG🥳Be a #TwinPetes🎁Guest #GOCO #FUTR #TCM #TM17 #BAR #LOK #MPAC #SDRY #Covid19 #SAGA #RMG #AA. #Investing #Trading  https://t.co/koGTYIJlCW  https://t.co/rLBlVG7NTT
1340874481162711040 2020-12-21 05:19:23 +0100 <InsiderAlerts4U> $ALXN:  New Insider Filing on ALEXION PHARMACEUTICALS, INC.'s  EVP, Research &amp; Development  JOHN J ORLOFF:   https://t.co/iRVC7Njdwb
1340842904110166016 2020-12-21 03:13:54 +0100 <brokeintellect> CVS &amp; Walgreens Hiring 35,000 To Help With Vaccine Distribution 🥼🏥💉🦠💊🩺 🔬 $AZN $ALXN $BMY $MRNA $PFE $ABBV $ABT $JNJ $MRK $TEVA $XLV $XBI $UNH $TMO $MDT $GILD $CVS $LLY $WBA $BIIB $ABNB $NVTA $DASH $ABCL $SPY $TSLA $FB $AMZN $GBTC  https://t.co/9bD9Snuuuw
1340837991724560384 2020-12-21 02:54:23 +0100 <InsiderAlerts4U> $ALXN:  New Insider Filing on ALEXION PHARMACEUTICALS, INC.'s  EVP &amp; Chief Commercial Officer  BRIAN GOFF:   https://t.co/HhfO8M93GQ
1340835731883876352 2020-12-21 02:45:24 +0100 <MaisaCorp> #MAISA #biotech #buyout in 2017 = 10    #MAISA #biotech #buyout in 2018 = 6   #MAISA #biotech #buyout in 2019 = 7   #MAISA #biotech/#other #buyout in 2020 = 16 companies  ( $DERM $TOCA $PTLA $ADRO $CZR $NBL $PFNX $AIMT $IMMU $MYOK $UROV $SNSS $WORK $NEOS $ALXN $AJRD)
1340835136460513283 2020-12-21 02:43:02 +0100 <MaisaCorp> $AJRD #MAISA 16th #buyout for 2020 - owns since #Aug2020 @ ave $42.99/sh. Return +18.63% + $5 Div  $DERM +3% $TOCA +179% $PTLA +155%  $ADRO +213%  $CZR +116%  $NBL +59% $PFNX +352% $AIMT +95% $IMMU +4,637% $MYOK +212% $UROV +31% $SNSS -39% $WORK +36% $NEOS 39% $ALXN 40% $AJRD 18%  https://t.co/4avf3GUdDB
1340818382183129091 2020-12-21 01:36:28 +0100 <Ziggma_PM> Can Ziggma help make great stock pics? Well I filtered by a Ziggma score of 80 or higher, grabbed some stocks in various industries on December 15th using a virtual account and will relay the results here comparing against the SPY. $INFO $WY $TMUS $ANSS $NOW $CBRE $LKQ $ALXN $LOW  https://t.co/UWLMXf6BWY
1340812696460161028 2020-12-21 01:13:52 +0100 <TheZuck> 50M+ market cap portfolio:  Sold: $ALXN @ +55.95% $LEU @ +144.33%  Added: $APT $DLHC  The rest is unchanged. Update in 3 months.
